sleep_hours,screen_time_hours,exercise_minutes,water_intake_liters,stress_level,meditation_minutes
6.292213677547898,7.3785198707219655,54.93428306022466,2.578564916543246,5.696572495333637,0.0
8.519053706523401,6.183709652223783,42.23471397657631,2.448713416898717,5.566647185071333,4.450143531
6.702719729046523,3.693563051683789,57.953770762013846,3.261432604815629,3.126960308389018,9.129715937
7.135853897076459,6.171407499327888,75.46059712816052,3.7262649131409766,6.159168443527476,16.496689109246915
8.076085909956577,5.977803844623461,40.31693250553328,3.049477555307693,2.019834648846764,25.241623266068785
6.911554889726589,3.942386900756503,40.31726086101639,3.3092350009363702,3.691631348479343,21.941359433717643
4.273228212505211,9.627173306136243,76.58425631014782,2.3260766141548683,1.0018243742043844,3.206752015525145
8.560881257,7.753853622060754,60.348694583058176,2.6003238449113075,8.117253033925628,11.282877378343477
8.882393244872578,3.247796713287851,35.61051228130096,3.688585658879712,4.536901012109409,15.763755887025663
4.253325862599334,7.881206990072606,55.85120087171929,2.9213691682065828,9.333768069632622,12.377928755535006
5.435063191507693,8.199925801434514,35.73164614375075,2.3063760993897477,6.605899853,12.307047741317056
10.0,3.590353420052049,35.68540492859486,2.526040444,5.896196426702049,0.0
7.348052017755868,8.189476804585764,49.83924543132069,3.329721032,3.827544611438001,3.472658488603596
7.005326909905548,7.5918997970657625,6.734395107,3.400981608259319,2.907299929,10.970601508607269
6.360424889425644,4.948854911841369,10.501643349739346,1.826295086704181,6.045943148,0.0
5.453946023715048,8.402105650738456,33.754249415180546,2.790073020037497,4.856971981454036,21.406443200098543
6.7083735365404245,6.45994642014942,24.743377593311525,2.493725725957351,2.321459369029398,1.2732090028893044
8.461634108748566,4.817760902617256,51.28494665190548,2.4475713215170334,1.966283166983363,21.868381332651374
6.976483060928501,9.392917956243364,26.83951848957578,3.5642463603445727,3.0825925417128324,20.98916004
7.915426128839572,8.582454243058208,16.75392597329417,2.30996948808486,8.641934451,9.563069568876156
9.648560722759845,9.480868865081577,74.31297537843108,2.0395383173799027,9.426555836022608,25.005483257015378
6.129282729,9.61343881473384,40.48447399026929,1.8480069565051889,5.409978295,22.43197344924933
7.454312350987663,3.150012902846796,46.35056409375848,2.3603624550354843,5.297885592482577,11.910385291653592
8.506590341403516,9.801691763201122,16.505036275730866,1.911802984977476,4.327359256340958,10.782403848083018
5.600644549800105,3.7949464918660074,34.11234550949635,1.808174589968758,3.131029303380996,25.972327856643567
7.267079242098707,7.3933040387643745,47.21845179419732,1.7880238994663245,7.750358115214488,17.320138394076643
9.80848678693954,4.450597633796995,21.980128451553945,1.8355658367145609,8.747152787794272,25.446971683681426
6.489624429310276,7.636643611686368,52.51396036691344,1.8913340887861276,3.2131618283214287,0.0
8.602519807005685,8.4144462265,32.9872262,2.819242177326833,4.834323243150797,15.98485097019462
6.788294684185342,7.607874807129467,39.166125004134464,0.9320139819142896,4.100267398579664,0.0
9.699380525975483,5.153827355504547,32.96586775541206,1.938597401613181,4.159521850270046,14.742114925132368
4.531798166744342,4.041088396676537,82.04556369017875,2.4198960741134137,7.371816510859724,22.13820208345884
7.097434286515426,8.2002269586396,44.730055505241324,3.4188996961425118,2.3760769092677565,32.39140145749103
4.781717957281165,9.246324001959824,23.84578142088199,2.303258368738733,5.932939381872613,5.618332716
5.948684775578659,3.316143355287206,61.45089824206378,2.377341305693861,6.456476214611731,9.742951947
5.939771822057208,5.955460026268644,20.583127000579555,2.429642636817504,4.715697652796361,14.044670929244624
6.599565539299219,7.740721960345204,49.17727190009511,1.041049876977819,6.786135653973545,5.254688985381096
5.217562974,6.045865128054695,5.806597522404488,3.027274480739945,5.295303681,24.78559728789257
6.892390663660732,8.854147859214308,18.43627902203139,2.9939372561691,7.434259842312224,14.299054546343765
7.6906997567217665,5.5465387384336715,48.93722471738247,3.1515969274293383,1.955589390148292,16.21957023376046
4.702145301067651,8.494888954029005,59.76933159990821,4.504678442422632,4.302449477986261,21.201731267741582
6.047601264955793,3.121079520468513,48.42736562379941,1.461182717610232,4.856373714297931,14.282884836245906
10.0,9.10316031731662,42.68703435223519,1.309578668315461,1.0,6.824608718241349
7.493855708298773,5.22525368840401,38.97792608821423,3.0646938516791904,2.8280945328429303,14.36979761701533
4.2733881937273495,6.900552078362963,15.42956019265145,2.230008719051446,3.372801491282427,6.438186404866109
4.899301202860318,7.287187587202313,30.60311583210583,1.7114973971704477,6.896411989646699,16.079808891164863
7.338856368059292,3.4162675238205753,35.78722458080425,2.2739500257432246,3.586313307370799,24.969377208017967
7.150999057861356,5.439658331931941,66.14244452,2.0053250999266234,3.363842025388046,3.250217077276682
6.118835797,6.203575734397969,51.872365791369226,3.8798216542377335,6.634971561312383,0.0
10.0,5.253603011269221,9.739196893,4.309449843218641,1.764178708419891,15.49249935919674
10.0,4.246282383715904,51.48167939,1.191550966925227,1.0,7.322003832560941
6.603424960225415,7.89839455264253,37.29835439167367,1.3187609493866903,4.276815399861307,15.31745274411969
8.309435298890108,3.8482914658501355,31.461559993880822,1.8925055962944743,2.1045864638432894,18.204035206097007
8.384749256981504,5.32416007751813,57.23352577681736,1.9483775666567904,2.180641410680702,0.0
8.583809709216366,9.046810522060813,65.61999044991902,1.8797916426412649,6.146867583375964,21.89849427658542
6.039872017339144,7.859438923827486,63.625602382323976,2.344612656365189,6.751947675825158,3.303314970447511
9.909173825830806,4.330350836992773,28.21564953554723,2.142532159422448,6.577728432,14.77652049
6.897104205648386,3.324488065397624,38.81575248297571,1.4171099256837456,7.217553320614465,8.406176645615698
7.632988121537666,3.2876145141238076,51.62526862807128,1.678553407308815,7.482268640029604,9.480429852157055
7.003065265342466,3.1939590003112652,64.51090254244718,3.737071065767651,1.0,31.939579396179884
6.790470741551862,5.182145581539452,35.41651524,2.2140414026122537,5.900823919858933,18.19267520795661
7.41760669,5.256958961310605,41.28682046672365,2.173095286699209,3.9407836008608825,24.04688402953591
5.221171639309724,5.394582432126358,22.87330051987944,1.2836502833380212,3.505151508019128,16.509413542027428
4.043270471239526,7.806278525486109,21.075867518386584,2.129426618156668,6.120829264417411,21.200135746549535
6.679929286,3.9517902005338312,61.25051644788396,3.268721943654066,1.5394090402084966,19.17378362143452
5.679358544615097,8.759532709770554,72.12480057141646,2.976441182775525,1.497782788,17.544561446868258
7.821255517,4.178255097183506,43.55979756839332,3.148879438378845,6.267145488163434,26.0715590916468
7.6506852380674735,4.806462974532932,65.07065795784048,1.537122339138936,5.975572035021796,16.565054538442702
7.020220029545053,4.903896766085102,52.23272050095268,1.5243058532769218,5.273465311743021,37.85148572217705
9.222362185831578,8.36290651501568,32.09760490789751,3.406748577739243,3.240173190553726,24.605315728124378
6.9906584817055455,4.521518718225308,52.22791211016828,3.161019311894214,6.487659269164249,3.604593022603101
4.812773735581155,3.9064346675609025,75.76073132931938,2.293229790547482,6.360605784120952,13.234502910170177
6.664533637518376,8.968409489419223,44.283479217800966,3.182432214759262,5.170609030094909,18.97077599490668
8.756451650282514,9.996770508612181,76.29287311628012,1.5376029021969688,2.645357917460457,15.44496835712037
4.173617990559185,5.82748112442191,0.0,1.504425513762028,4.149503308540987,21.86873418972168
6.858945509425036,9.334929596804816,61.43805008750448,1.206031077988221,6.675667355048885,22.970167048338737
7.863193051838433,5.597693773329888,46.74094136476342,2.789176346402916,7.654382445603574,1.404130142010354
10.0,3.3738617459826754,39.01985299068265,2.6733742995504537,4.346926793247343,27.810775447164943
8.812386455391408,8.971439227170038,46.835215530710045,2.0820667838552347,4.500654064383475,10.031825345139556
7.198924575046728,4.958286130205841,5.248621707982146,1.875685912310791,4.676621783949877,9.040954941352428
7.781138839520421,9.500298238362898,40.60656224324976,4.431638883090325,5.549786017821944,9.008776072944595
4.153456959572612,4.8704104752138875,52.14225143023493,2.292695205,3.837865399879952,23.08576405990583
5.425416721141056,7.801166645193077,74.55788089483032,3.6104536116271815,1.0,12.32932301852214
7.976433506665946,3.6996539318255635,34.63459563452705,2.382921252440415,7.385538003294194,8.364483556622925
7.241751094984477,4.6662511405071605,28.830127942136247,2.099429833769068,8.589377894325098,10.760408425564629
7.433111779896089,5.781774541654389,34.96485912830927,3.633327607845112,3.775200280788575,0.0
7.051171980516042,3.734359676338584,63.30804235404148,3.131971296332797,2.866693262162452,6.578362360485132
6.992363653627728,4.721032087913937,51.57502219319369,2.480712782,4.725798955219556,2.604164513469005
7.154395972718196,4.074293632359812,34.404795924659226,3.4069712894020894,4.624992232542454,12.308306695041088
5.415947223602792,3.730266615084492,55.26534866226712,4.5162452129401895,6.99103715432592,21.641932702735925
6.656609541482601,3.444137472842524,46.941550986960806,1.914117306782276,5.109278883290076,20.53875900933227
5.133843052856738,5.380424695653051,64.37289981065778,2.877389317396201,3.414754339257634,27.56750497546583
6.070605314892639,9.049740153971188,30.958938122452956,2.1726318690066018,2.363181098883902,25.339758172966206
8.793857513806799,9.033024138339073,38.44675706804463,1.752367183385358,6.731268369639347,9.714032850816228
6.728871534253655,5.273752397512117,37.15783693735685,1.7301865711070934,6.199022482328499,15.190714007537132
7.893759212921212,4.816827157335316,15.729701037357628,3.773866516814879,7.121119756183638,14.674439057785817
7.172941831168825,4.206215307908928,50.922405541291525,1.0401915141549236,3.063626498557812,0.0
6.422662499660088,5.077492029729094,50.221105443597786,2.9062874867734365,8.676873799056658,2.8274046309025564
5.487146940087365,8.266919395329554,45.102269132849216,1.8398055379038127,1.512610985885526,13.327133228488876
6.399916521385963,5.890792552135295,40.30825733249706,3.917995961254394,6.419202043,13.271035648591916
7.274767668970787,5.492737908622059,16.692585158991715,2.281538680852538,1.1808344656061966,20.12325054205167
7.870230166,3.2640710044513828,36.58709354469282,2.208793861374187,3.4193372366030648,19.63641629535848
7.183505296835929,8.512502649984498,38.14570966946461,3.755607443595389,8.122045860895918,0.0
7.974220476918566,7.3069549997301255,28.95445461556762,3.201440065849772,6.662728508951979,20.18596734
4.719744846160441,6.375477206864501,41.77428576667982,2.943381587490137,3.907559169025636,16.78587206453764
8.299993836375252,5.116162544325516,53.08101713629077,3.1446495644046277,3.962325914356624,21.23373181644629
5.307615489,9.740898821863745,82.72371802,1.6333811289874056,5.201244221670884,25.66865587641589
8.475256925737032,9.794567753091513,48.49155625663678,3.093370564430509,6.028281981521445,13.571170272120282
7.753608765119265,7.64194882278688,50.15100781445528,2.3407566286599857,7.503158765365393,27.4558823698008
4.194715656782551,5.171075650250476,43.511081684676654,2.788739759329808,4.087531990783011,6.105995461069535
8.105444236277394,9.581949062164492,6.624575694019171,2.887642341009033,1.776429873025597,5.542618796277814
8.492646009749368,7.157994603047295,44.46972249101566,1.6115927334341542,5.313937254,19.28772190135541
8.886817690518857,8.127677338146537,46.204604198820526,2.975058076672663,4.085138324983211,11.312324546948204
5.847102573840965,9.822332827379185,94.26484224970572,2.350914168022899,2.3987325905031054,17.616325646189694
7.269116263105789,8.835773837360012,41.15278070437755,1.508062843218504,5.5953378306255885,34.92982119844491
8.041674074573063,5.52734157714447,51.03094684667225,2.382747354776767,4.573772491814422,18.93495073503976
8.104490301118119,3.7501338811180145,44.305764605895135,2.5160200912921398,5.6130244129395885,17.121695388641196
7.614281142794453,6.097321153443327,21.62643924760936,2.974905513,3.211111599625639,6.307796213481527
6.360045634815067,4.8893911483812245,67.85645629030041,0.58936717,5.973421060650997,0.0
8.481915631163721,9.21722850245569,60.03866065373549,2.8105089839013275,2.365803606490043,14.274533847264893
8.490729950221775,7.77540981336687,60.82063894086094,2.090511954531685,3.344537220606834,25.668702466081964
6.768582540855096,8.344730429102418,26.81225090410522,3.147898757128393,4.514171537825445,11.77061992939326
5.824667793938408,5.346058580867441,73.05588621872198,2.4985070829726124,8.483636829919428,19.01462499205369
5.908144991202784,6.8279720826197385,16.962978744154384,2.233294796516041,6.569650737096987,29.264972727185825
9.047226573,6.775815868740939,56.73714187600541,2.357999682978991,7.154385008535579,29.01516313
8.426017577377639,5.9796595443478875,88.80911251619958,2.7667277937528887,7.834154066686288,19.288158876017825
6.969940325919956,9.478860330695587,25.189273497386232,3.2263275261370827,10.0,16.70106478657343
6.701240188718504,9.419062811446125,33.67404540794456,1.7871109618599528,5.083178135116868,0.0
4.347719858716483,7.05174055049715,46.993027301752825,2.225072112454158,7.840801846259711,8.698053558230594
6.873398343432863,4.619300304503658,34.93048691767601,3.675476841,7.025270508803882,12.19244191981927
